SettlementPoint,Month,Day,Time,NormalAvgPrice
LZ_AEN,1,1,1,0.8107789320872839
LZ_AEN,1,1,2,0.7554325636256408
LZ_AEN,1,1,3,0.7365603592977363
LZ_AEN,1,1,4,0.7410969468765595
LZ_AEN,1,1,5,0.7759379394819217
LZ_AEN,1,1,6,0.8290160141541533
LZ_AEN,1,1,7,0.9481468039740507
LZ_AEN,1,1,8,0.9937848750170122
LZ_AEN,1,1,9,1.1630903234586942
LZ_AEN,1,1,10,1.2148981536088554
LZ_AEN,1,1,11,1.1802386245066459
LZ_AEN,1,1,12,1.0245429388014333
LZ_AEN,1,1,13,0.9639341287483555
LZ_AEN,1,1,14,0.9223789865263349
LZ_AEN,1,1,15,0.9106745905729711
LZ_AEN,1,1,16,0.8937077530281722
LZ_AEN,1,1,17,0.924738012067323
LZ_AEN,1,1,18,1.3804836002359027
LZ_AEN,1,1,19,1.4772036474164134
LZ_AEN,1,1,20,1.275779158916663
LZ_AEN,1,1,21,1.1810552102708345
LZ_AEN,1,1,22,1.0409653858367736
LZ_AEN,1,1,23,0.9751848659438369
LZ_AEN,1,1,24,0.880370185546432
LZ_AEN,1,2,1,0.6630995098519188
LZ_AEN,1,2,2,0.6258459518145846
LZ_AEN,1,2,3,0.6208695952678536
LZ_AEN,1,2,4,0.6315825850559552
LZ_AEN,1,2,5,0.7376066259265872
LZ_AEN,1,2,6,0.8083814745912073
LZ_AEN,1,2,7,1.6660427022076822
LZ_AEN,1,2,8,1.8382799315750977
LZ_AEN,1,2,9,1.363798158056917
LZ_AEN,1,2,10,1.280167721646575
LZ_AEN,1,2,11,1.073026880388893
LZ_AEN,1,2,12,0.9453003956894613
LZ_AEN,1,2,13,0.8571774151744317
LZ_AEN,1,2,14,0.8132195990116402
LZ_AEN,1,2,15,0.7968390920453171
LZ_AEN,1,2,16,0.7787997995634169
LZ_AEN,1,2,17,0.8390690066293824
LZ_AEN,1,2,18,1.5422558331077463
LZ_AEN,1,2,19,1.5545584923482758
LZ_AEN,1,2,20,1.1393783010119742
LZ_AEN,1,2,21,1.061760962095599
LZ_AEN,1,2,22,0.8943618571486168
LZ_AEN,1,2,23,0.7977376008662547
LZ_AEN,1,2,24,0.6708405089246117
LZ_AEN,1,3,1,0.6861900697760782
LZ_AEN,1,3,2,0.631072831631822
LZ_AEN,1,3,3,0.6327146217042042
LZ_AEN,1,3,4,0.6617977601292585
LZ_AEN,1,3,5,0.7986917799740701
LZ_AEN,1,3,6,0.9464528864884586
LZ_AEN,1,3,7,1.6180232065723723
LZ_AEN,1,3,8,1.4501697167912126
LZ_AEN,1,3,9,1.175365330866305
LZ_AEN,1,3,10,1.1427640708575748
LZ_AEN,1,3,11,1.0692744199985666
LZ_AEN,1,3,12,0.9857776677459916
LZ_AEN,1,3,13,0.9258914203438638
LZ_AEN,1,3,14,0.8853939318917722
LZ_AEN,1,3,15,0.8534962961997772
LZ_AEN,1,3,16,0.8463818725527882
LZ_AEN,1,3,17,0.9032190812490635
LZ_AEN,1,3,18,1.238535158413197
LZ_AEN,1,3,19,1.3432188206474647
LZ_AEN,1,3,20,1.1656709513912868
LZ_AEN,1,3,21,1.135415105771674
LZ_AEN,1,3,22,1.0450384713110217
LZ_AEN,1,3,23,0.9614635385788093
LZ_AEN,1,3,24,0.8979809891133682
LZ_AEN,1,4,1,0.8084549440481644
LZ_AEN,1,4,2,0.8011517570839605
LZ_AEN,1,4,3,0.8026438060336365
LZ_AEN,1,4,4,0.8355474118185983
LZ_AEN,1,4,5,0.8686866042798247
LZ_AEN,1,4,6,1.0477324782409527
LZ_AEN,1,4,7,1.9142202735423073
LZ_AEN,1,4,8,1.525031084353118
LZ_AEN,1,4,9,1.1604999672796283
LZ_AEN,1,4,10,1.1315228060990774
LZ_AEN,1,4,11,1.0131797657221386
LZ_AEN,1,4,12,0.9187880374321052
LZ_AEN,1,4,13,0.871749231071265
LZ_AEN,1,4,14,0.8189778155879851
LZ_AEN,1,4,15,0.7797918984359663
LZ_AEN,1,4,16,0.7781427917021138
LZ_AEN,1,4,17,0.83327007394804
LZ_AEN,1,4,18,1.139140108631634
LZ_AEN,1,4,19,1.1869642039133566
LZ_AEN,1,4,20,1.0450624959099537
LZ_AEN,1,4,21,1.0054839342974935
LZ_AEN,1,4,22,0.9386558471304234
LZ_AEN,1,4,23,0.9082651658922845
LZ_AEN,1,4,24,0.867037497545972
LZ_AEN,1,5,1,0.9304909425888983
LZ_AEN,1,5,2,0.8565063640705968
LZ_AEN,1,5,3,0.8694151316766546
LZ_AEN,1,5,4,0.8762548518261329
LZ_AEN,1,5,5,0.9562121437144016
LZ_AEN,1,5,6,1.06622567062573
LZ_AEN,1,5,7,1.5873930791986608
LZ_AEN,1,5,8,1.4103310280051218
LZ_AEN,1,5,9,1.1864506107179698
LZ_AEN,1,5,10,1.0862631606411033
LZ_AEN,1,5,11,1.0285590427602926
LZ_AEN,1,5,12,0.9576571550135871
LZ_AEN,1,5,13,0.928082590423589
LZ_AEN,1,5,14,0.8767365222591947
LZ_AEN,1,5,15,0.8460059486298483
LZ_AEN,1,5,16,0.823656440535778
LZ_AEN,1,5,17,0.8517859938265906
LZ_AEN,1,5,18,1.1856799380250709
LZ_AEN,1,5,19,1.104084966664392
LZ_AEN,1,5,20,0.9897364058555069
LZ_AEN,1,5,21,0.9491797553916984
LZ_AEN,1,5,22,0.9063110868491929
LZ_AEN,1,5,23,0.8766401881725825
LZ_AEN,1,5,24,0.8503409825274051
LZ_AEN,1,6,1,0.8099757701950057
LZ_AEN,1,6,2,0.7605637748075388
LZ_AEN,1,6,3,0.7585469586692749
LZ_AEN,1,6,4,0.7849896591487355
LZ_AEN,1,6,5,0.8591636749004431
LZ_AEN,1,6,6,0.960900844541758
LZ_AEN,1,6,7,1.2040392345435786
LZ_AEN,1,6,8,1.252554867202928
LZ_AEN,1,6,9,1.206280141363872
LZ_AEN,1,6,10,1.1747954005387513
LZ_AEN,1,6,11,1.1203413648056246
LZ_AEN,1,6,12,1.0263353236943216
LZ_AEN,1,6,13,0.9611249352237873
LZ_AEN,1,6,14,0.9158586174538631
LZ_AEN,1,6,15,0.8915447784536809
LZ_AEN,1,6,16,0.8770909294627893
LZ_AEN,1,6,17,0.9052143100574699
LZ_AEN,1,6,18,1.399894490637211
LZ_AEN,1,6,19,1.299277774406043
LZ_AEN,1,6,20,1.129641128109842
LZ_AEN,1,6,21,1.0496407546253719
LZ_AEN,1,6,22,0.9779317363759868
LZ_AEN,1,6,23,0.8683513928636455
LZ_AEN,1,6,24,0.8059421379184778
LZ_AEN,1,7,1,0.7736689148933267
LZ_AEN,1,7,2,0.649126557120572
LZ_AEN,1,7,3,0.636683236536791
LZ_AEN,1,7,4,0.6770694524666064
LZ_AEN,1,7,5,0.7387402957107839
LZ_AEN,1,7,6,0.9143657590380077
LZ_AEN,1,7,7,1.1264479686370108
LZ_AEN,1,7,8,1.1992523092456238
LZ_AEN,1,7,9,1.7000413867753337
LZ_AEN,1,7,10,1.4780263510962948
LZ_AEN,1,7,11,1.1334336924735193
LZ_AEN,1,7,12,1.0032154340836013
LZ_AEN,1,7,13,0.93455886700291535
LZ_AEN,1,7,14,0.8971197533166271
LZ_AEN,1,7,15,0.8659022999222293
LZ_AEN,1,7,16,0.8735429353684105
LZ_AEN,1,7,17,0.8939543472032092
LZ_AEN,1,7,18,1.3416955843494318
LZ_AEN,1,7,19,1.357850070721358
LZ_AEN,1,7,20,1.1160785348171933
LZ_AEN,1,7,21,1.029739354275345
LZ_AEN,1,7,22,0.9632658258935678
LZ_AEN,1,7,23,0.8816201785543738
LZ_AEN,1,7,24,0.8146008904978692
LZ_AEN,1,8,1,0.7824824650828476
LZ_AEN,1,8,2,0.7434710914634433
LZ_AEN,1,8,3,0.7402013520560367
LZ_AEN,1,8,4,0.7581285439794043
LZ_AEN,1,8,5,0.8079638825336722
LZ_AEN,1,8,6,0.9032373238874195
LZ_AEN,1,8,7,1.1046081715297777
LZ_AEN,1,8,8,1.3029347790342054
LZ_AEN,1,8,9,1.207435838410982
LZ_AEN,1,8,10,1.1865771559844218
LZ_AEN,1,8,11,1.0876957263190534
LZ_AEN,1,8,12,0.9726910988861276
