SettlementPoint,Month,Day,Time,NormalAvgPrice
LZ_NORTH,1,1,1,0.8141150931151347
LZ_NORTH,1,1,2,0.7594642701268733
LZ_NORTH,1,1,3,0.7388791268012949
LZ_NORTH,1,1,4,0.7438887855752189
LZ_NORTH,1,1,5,0.7794118205175888
LZ_NORTH,1,1,6,0.836339761130361
LZ_NORTH,1,1,7,0.9479185247313948
LZ_NORTH,1,1,8,0.9959201642560847
LZ_NORTH,1,1,9,1.176176795412367
LZ_NORTH,1,1,10,1.213248270339404
LZ_NORTH,1,1,11,1.1684345954890298
LZ_NORTH,1,1,12,1.0133173429073479
LZ_NORTH,1,1,13,0.9532014376202602
LZ_NORTH,1,1,14,0.909662948639612
LZ_NORTH,1,1,15,0.9031048498810206
LZ_NORTH,1,1,16,0.886891772394503
LZ_NORTH,1,1,17,0.9198644355974208
LZ_NORTH,1,1,18,1.387311141557017
LZ_NORTH,1,1,19,1.485955877050829
LZ_NORTH,1,1,20,1.281106375549829
LZ_NORTH,1,1,21,1.1896573317494716
LZ_NORTH,1,1,22,1.042191194386146
LZ_NORTH,1,1,23,0.9744241738807017
LZ_NORTH,1,1,24,0.8795139112910877
LZ_NORTH,1,2,1,0.6590978512519375
LZ_NORTH,1,2,2,0.6207304087674173
LZ_NORTH,1,2,3,0.6187435233530404
LZ_NORTH,1,2,4,0.629705649777189
LZ_NORTH,1,2,5,0.7363123292520346
LZ_NORTH,1,2,6,0.8059903453355295
LZ_NORTH,1,2,7,1.7058438981778317
LZ_NORTH,1,2,8,1.8659594572605531
LZ_NORTH,1,2,9,1.3885588514888794
LZ_NORTH,1,2,10,1.2823632517549393
LZ_NORTH,1,2,11,1.0596265454742688
LZ_NORTH,1,2,12,0.9286291347056925
LZ_NORTH,1,2,13,0.8407950967322014
LZ_NORTH,1,2,14,0.7981798302583236
LZ_NORTH,1,2,15,0.7815311007516478
LZ_NORTH,1,2,16,0.7624158927995386
LZ_NORTH,1,2,17,0.8420968492450691
LZ_NORTH,1,2,18,1.5384659303391122
LZ_NORTH,1,2,19,1.5695709640676339
LZ_NORTH,1,2,20,1.1394445285001014
LZ_NORTH,1,2,21,1.068396246613588
LZ_NORTH,1,2,22,0.8978666674279254
LZ_NORTH,1,2,23,0.7937949796886641
LZ_NORTH,1,2,24,0.6658806669768795
LZ_NORTH,1,3,1,0.6808825534069444
LZ_NORTH,1,3,2,0.6318864286966175
LZ_NORTH,1,3,3,0.6381959455512064
LZ_NORTH,1,3,4,0.6680298338883371
LZ_NORTH,1,3,5,0.8076960526572023
LZ_NORTH,1,3,6,0.9489201768222625
LZ_NORTH,1,3,7,1.6119647134427761
LZ_NORTH,1,3,8,1.4409067009405856
LZ_NORTH,1,3,9,1.1764522599365155
LZ_NORTH,1,3,10,1.1551089560086463
LZ_NORTH,1,3,11,1.0722283889310822
LZ_NORTH,1,3,12,0.9903604603610446
LZ_NORTH,1,3,13,0.9260189674981987
LZ_NORTH,1,3,14,0.8890187143385718
LZ_NORTH,1,3,15,0.8559911199392417
LZ_NORTH,1,3,16,0.8470331639111216
LZ_NORTH,1,3,17,0.9055325115382369
LZ_NORTH,1,3,18,1.2362758271503964
LZ_NORTH,1,3,19,1.342447079901073
LZ_NORTH,1,3,20,1.1553426418180757
LZ_NORTH,1,3,21,1.1233276859262722
LZ_NORTH,1,3,22,1.0405250141185176
LZ_NORTH,1,3,23,0.9600592004050554
LZ_NORTH,1,3,24,0.8957956028120193
LZ_NORTH,1,4,1,0.8093275943520026
LZ_NORTH,1,4,2,0.8023200881843474
LZ_NORTH,1,4,3,0.8033436565009712
LZ_NORTH,1,4,4,0.8368064668521338
LZ_NORTH,1,4,5,0.8702692772032965
LZ_NORTH,1,4,6,1.0500236208073068
LZ_NORTH,1,4,7,1.9184819694504227
LZ_NORTH,1,4,8,1.5299196892551572
LZ_NORTH,1,4,9,1.1560023095900478
LZ_NORTH,1,4,10,1.1204923626056376
LZ_NORTH,1,4,11,1.0096320403128445
LZ_NORTH,1,4,12,0.9172746837436355
LZ_NORTH,1,4,13,0.872788829982678
LZ_NORTH,1,4,14,0.8196420135425961
LZ_NORTH,1,4,15,0.7783056007558659
LZ_NORTH,1,4,16,0.7761009920739068
LZ_NORTH,1,4,17,0.8374363550469792
LZ_NORTH,1,4,18,1.1442706419610518
LZ_NORTH,1,4,19,1.1834811820901792
LZ_NORTH,1,4,20,1.0396304655923574
LZ_NORTH,1,4,21,1.0025457981208337
LZ_NORTH,1,4,22,0.9379822581491786
LZ_NORTH,1,4,23,0.9118418980630939
LZ_NORTH,1,4,24,0.8720802057634771
LZ_NORTH,1,5,1,0.9397889061390524
LZ_NORTH,1,5,2,0.8627649203884897
LZ_NORTH,1,5,3,0.8742222382688859
LZ_NORTH,1,5,4,0.8763403978770266
LZ_NORTH,1,5,5,0.9560602231288587
LZ_NORTH,1,5,6,1.071692481736891
LZ_NORTH,1,5,7,1.5960332647338462
LZ_NORTH,1,5,8,1.4438146128942966
LZ_NORTH,1,5,9,1.1819330613423837
LZ_NORTH,1,5,10,1.0766990408106776
LZ_NORTH,1,5,11,1.024419010482483
LZ_NORTH,1,5,12,0.9536532235741536
LZ_NORTH,1,5,13,0.921110589594541
LZ_NORTH,1,5,14,0.8743185182510742
LZ_NORTH,1,5,15,0.8409093644317677
LZ_NORTH,1,5,16,0.8230012877447619
LZ_NORTH,1,5,17,0.8520778423655992
LZ_NORTH,1,5,18,1.1918498995077687
LZ_NORTH,1,5,19,1.112418914202501
